tname	annotation	tfgenename	tfcount	rgenename	rcount	nprttype
Fat body	adult fat body	CG5245	54	AstC	54	np
Fat body	adult fat body	Cf2	87	natalisin	87	np
Fat body	adult fat body	CrebA	87	natalisin	87	np
Fat body	adult fat body	Dbx	84	AstA	84	np
Fat body	adult fat body	Dll	65	natalisin	65	np
Fat body	adult fat body	Dp	11	FMRFa	11	np
Fat body	adult fat body	Dref	87	natalisin	87	np
Fat body	adult fat body	Dref	180	sNPF	180	np
Fat body	adult fat body	Drgx	27	natalisin	27	np
Fat body	adult fat body	E2f2	87	natalisin	87	np
Fat body	adult fat body	FoxP	78	natalisin	78	np
Fat body	adult fat body	GATAe	104	AstA	104	np
Fat body	adult fat body	Gsc	11	FMRFa	11	np
Fat body	adult fat body	Gsc	85	natalisin	85	np
Fat body	adult fat body	Hsf	17	Crz	17	np
Fat body	adult fat body	Hsf	11	FMRFa	11	np
Fat body	adult fat body	Hsf	87	natalisin	87	np
Fat body	adult fat body	Jra	11	FMRFa	11	np
Fat body	adult fat body	Kah	11	FMRFa	11	np
Fat body	adult fat body	Mef2	87	natalisin	87	np
Fat body	adult fat body	Mondo	87	natalisin	87	np
Fat body	adult fat body	Myc	160	natalisin	160	np
Fat body	adult fat body	Myc	316	sNPF	316	np
Fat body	adult fat body	Rfx	11	FMRFa	11	np
Fat body	adult fat body	Scr	50	AstC	50	np
Fat body	adult fat body	Trf2	11	FMRFa	11	np
Fat body	adult fat body	Trf2	7	Pdf	7	np
Fat body	adult fat body	Trf2	87	natalisin	87	np
Fat body	adult fat body	Vsx1	87	natalisin	87	np
Fat body	adult fat body	Xbp1	87	natalisin	87	np
Fat body	adult fat body	Zif	7	Pdf	7	np
Fat body	adult fat body	Zif	87	natalisin	87	np
Fat body	adult fat body	ato	60	AstA	60	np
Fat body	adult fat body	bs	54	AstC	54	np
Fat body	adult fat body	cg	11	FMRFa	11	np
Fat body	adult fat body	crc	54	AstC	54	np
Fat body	adult fat body	da	87	natalisin	87	np
Fat body	adult fat body	dimm	42	AstA	42	np
Fat body	adult fat body	dimm	35	AstC	35	np
Fat body	adult fat body	eve	70	AstA	70	np
Fat body	adult fat body	exex	1	NPF	1	np
Fat body	adult fat body	foxo	163	natalisin	163	np
Fat body	adult fat body	ftz-f1	54	AstC	54	np
Fat body	adult fat body	gcm2	103	AstA	103	np
Fat body	adult fat body	grh	17	Crz	17	np
Fat body	adult fat body	hbn	34	AstC	34	np
Fat body	adult fat body	hng1	87	natalisin	87	np
Fat body	adult fat body	jim	87	natalisin	87	np
Fat body	adult fat body	kay	104	AstA	104	np
Fat body	adult fat body	kay	54	AstC	54	np
Fat body	adult fat body	kay	11	FMRFa	11	np
Fat body	adult fat body	onecut	1	NPF	1	np
Fat body	adult fat body	pho	87	natalisin	87	np
Fat body	adult fat body	pita	10	FMRFa	10	np
Fat body	adult fat body	slbo	104	AstA	104	np
Fat body	adult fat body	slbo	54	AstC	54	np
Fat body	adult fat body	slou	104	AstA	104	np
Fat body	adult fat body	slou	54	AstC	54	np
Fat body	adult fat body	vnd	54	AstC	54	np
Fat body	adult fat body	vri	104	AstA	104	np
Fat body	adult fat body	vri	54	AstC	54	np
Fat body	adult neuron	Atf3	1	natalisin	1	np
Fat body	adult neuron	Cf2	1	natalisin	1	np
Fat body	adult neuron	CrebA	1	natalisin	1	np
Fat body	adult neuron	Dll	1	natalisin	1	np
Fat body	adult neuron	Dref	1	natalisin	1	np
Fat body	adult neuron	E2f2	1	natalisin	1	np
Fat body	adult neuron	FoxP	1	natalisin	1	np
Fat body	adult neuron	Gsc	1	natalisin	1	np
Fat body	adult neuron	Hsf	1	natalisin	1	np
Fat body	adult neuron	Mef2	1	natalisin	1	np
Fat body	adult neuron	Mondo	1	natalisin	1	np
Fat body	adult neuron	Myc	2	natalisin	2	np
Fat body	adult neuron	Trf2	1	natalisin	1	np
Fat body	adult neuron	Vsx1	1	natalisin	1	np
Fat body	adult neuron	Xbp1	1	natalisin	1	np
Fat body	adult neuron	Zif	1	natalisin	1	np
Fat body	adult neuron	da	1	natalisin	1	np
Fat body	adult neuron	foxo	2	natalisin	2	np
Fat body	adult neuron	hng1	1	natalisin	1	np
Fat body	adult neuron	jim	1	natalisin	1	np
Fat body	adult neuron	pho	1	natalisin	1	np
Fat body	adult oenocyte	Atf3	2	natalisin	2	np
Fat body	adult oenocyte	CG4730	1	FMRFa	1	np
Fat body	adult oenocyte	CG5245	4	AstC	4	np
Fat body	adult oenocyte	Cf2	2	natalisin	2	np
Fat body	adult oenocyte	CrebA	4	natalisin	4	np
Fat body	adult oenocyte	Dbx	4	AstA	4	np
Fat body	adult oenocyte	Dll	2	natalisin	2	np
Fat body	adult oenocyte	Dp	3	FMRFa	3	np
Fat body	adult oenocyte	Dref	2	natalisin	2	np
Fat body	adult oenocyte	Dref	1	sNPF	1	np
Fat body	adult oenocyte	Drgx	2	natalisin	2	np
Fat body	adult oenocyte	E2f2	2	natalisin	2	np
Fat body	adult oenocyte	FoxP	2	natalisin	2	np
Fat body	adult oenocyte	GATAe	4	AstA	4	np
Fat body	adult oenocyte	Gsc	3	FMRFa	3	np
Fat body	adult oenocyte	Gsc	2	natalisin	2	np
Fat body	adult oenocyte	Hsf	1	Crz	1	np
Fat body	adult oenocyte	Hsf	3	FMRFa	3	np
Fat body	adult oenocyte	Hsf	2	natalisin	2	np
Fat body	adult oenocyte	Jra	3	FMRFa	3	np
Fat body	adult oenocyte	Kah	3	FMRFa	3	np
Fat body	adult oenocyte	Mef2	2	natalisin	2	np
Fat body	adult oenocyte	Mondo	2	natalisin	2	np
Fat body	adult oenocyte	Myc	4	natalisin	4	np
Fat body	adult oenocyte	Myc	2	sNPF	2	np
Fat body	adult oenocyte	Rfx	3	FMRFa	3	np
Fat body	adult oenocyte	Scr	3	AstC	3	np
Fat body	adult oenocyte	Trf2	3	FMRFa	3	np
Fat body	adult oenocyte	Trf2	2	natalisin	2	np
Fat body	adult oenocyte	Vsx1	2	natalisin	2	np
Fat body	adult oenocyte	Xbp1	2	natalisin	2	np
Fat body	adult oenocyte	Zif	2	natalisin	2	np
Fat body	adult oenocyte	ato	1	AstA	1	np
Fat body	adult oenocyte	bs	4	AstC	4	np
Fat body	adult oenocyte	cg	3	FMRFa	3	np
Fat body	adult oenocyte	crc	4	AstC	4	np
Fat body	adult oenocyte	da	2	natalisin	2	np
Fat body	adult oenocyte	dimm	1	AstA	1	np
Fat body	adult oenocyte	dimm	3	AstC	3	np
Fat body	adult oenocyte	eve	2	AstA	2	np
Fat body	adult oenocyte	foxo	4	natalisin	4	np
Fat body	adult oenocyte	ftz-f1	4	AstC	4	np
Fat body	adult oenocyte	gcm2	4	AstA	4	np
Fat body	adult oenocyte	grh	1	Crz	1	np
Fat body	adult oenocyte	hbn	2	AstC	2	np
Fat body	adult oenocyte	hng1	2	natalisin	2	np
Fat body	adult oenocyte	jim	2	natalisin	2	np
Fat body	adult oenocyte	kay	4	AstA	4	np
Fat body	adult oenocyte	kay	4	AstC	4	np
Fat body	adult oenocyte	kay	3	FMRFa	3	np
Fat body	adult oenocyte	pho	2	natalisin	2	np
Fat body	adult oenocyte	pita	2	FMRFa	2	np
Fat body	adult oenocyte	slbo	4	AstA	4	np
Fat body	adult oenocyte	slbo	4	AstC	4	np
Fat body	adult oenocyte	slou	4	AstA	4	np
Fat body	adult oenocyte	slou	4	AstC	4	np
Fat body	adult oenocyte	vnd	4	AstC	4	np
Fat body	adult oenocyte	vri	4	AstA	4	np
Fat body	adult oenocyte	vri	4	AstC	4	np
Fat body	epithelial cell	Atf3	3	natalisin	3	np
Fat body	epithelial cell	Cf2	3	natalisin	3	np
Fat body	epithelial cell	CrebA	3	natalisin	3	np
Fat body	epithelial cell	Dbx	1	AstA	1	np
Fat body	epithelial cell	Dll	3	natalisin	3	np
Fat body	epithelial cell	Dref	3	natalisin	3	np
Fat body	epithelial cell	Dref	1	sNPF	1	np
Fat body	epithelial cell	Drgx	3	natalisin	3	np
Fat body	epithelial cell	E2f2	3	natalisin	3	np
Fat body	epithelial cell	FoxP	3	natalisin	3	np
Fat body	epithelial cell	GATAe	1	AstA	1	np
Fat body	epithelial cell	Gsc	3	natalisin	3	np
Fat body	epithelial cell	Hsf	2	Crz	2	np
Fat body	epithelial cell	Hsf	3	natalisin	3	np
Fat body	epithelial cell	Mef2	3	natalisin	3	np
Fat body	epithelial cell	Mondo	3	natalisin	3	np
Fat body	epithelial cell	Myc	6	natalisin	6	np
Fat body	epithelial cell	Myc	1	sNPF	1	np
Fat body	epithelial cell	Trf2	3	natalisin	3	np
Fat body	epithelial cell	Vsx1	3	natalisin	3	np
Fat body	epithelial cell	Xbp1	3	natalisin	3	np
Fat body	epithelial cell	Zif	3	natalisin	3	np
Fat body	epithelial cell	ato	1	AstA	1	np
Fat body	epithelial cell	da	3	natalisin	3	np
Fat body	epithelial cell	dimm	1	AstA	1	np
Fat body	epithelial cell	eve	1	AstA	1	np
Fat body	epithelial cell	foxo	6	natalisin	6	np
Fat body	epithelial cell	gcm2	1	AstA	1	np
Fat body	epithelial cell	grh	2	Crz	2	np
Fat body	epithelial cell	hng1	3	natalisin	3	np
Fat body	epithelial cell	jim	3	natalisin	3	np
Fat body	epithelial cell	kay	1	AstA	1	np
Fat body	epithelial cell	pho	3	natalisin	3	np
Fat body	epithelial cell	slbo	1	AstA	1	np
Fat body	epithelial cell	slou	1	AstA	1	np
Fat body	epithelial cell	vri	1	AstA	1	np
Fat body	female reproductive system	Atf3	2	natalisin	2	np
Fat body	female reproductive system	Cf2	2	natalisin	2	np
Fat body	female reproductive system	CrebA	3	natalisin	3	np
Fat body	female reproductive system	Dll	2	natalisin	2	np
Fat body	female reproductive system	Dref	2	natalisin	2	np
Fat body	female reproductive system	Dref	1	sNPF	1	np
Fat body	female reproductive system	Drgx	1	natalisin	1	np
Fat body	female reproductive system	E2f2	2	natalisin	2	np
Fat body	female reproductive system	FoxP	2	natalisin	2	np
Fat body	female reproductive system	Gsc	2	natalisin	2	np
Fat body	female reproductive system	Hsf	1	Crz	1	np
Fat body	female reproductive system	Hsf	2	natalisin	2	np
Fat body	female reproductive system	Mef2	2	natalisin	2	np
Fat body	female reproductive system	Mondo	2	natalisin	2	np
Fat body	female reproductive system	Myc	4	natalisin	4	np
Fat body	female reproductive system	Myc	2	sNPF	2	np
Fat body	female reproductive system	Trf2	2	natalisin	2	np
Fat body	female reproductive system	Vsx1	2	natalisin	2	np
Fat body	female reproductive system	Xbp1	2	natalisin	2	np
Fat body	female reproductive system	Zif	2	natalisin	2	np
Fat body	female reproductive system	da	2	natalisin	2	np
Fat body	female reproductive system	foxo	4	natalisin	4	np
Fat body	female reproductive system	grh	1	Crz	1	np
Fat body	female reproductive system	hng1	2	natalisin	2	np
Fat body	female reproductive system	jim	2	natalisin	2	np
Fat body	female reproductive system	pho	2	natalisin	2	np
Fat body	hemocyte	Atf3	4	natalisin	4	np
Fat body	hemocyte	Cf2	4	natalisin	4	np
Fat body	hemocyte	CrebA	8	natalisin	8	np
Fat body	hemocyte	Dbx	2	AstA	2	np
Fat body	hemocyte	Dll	4	natalisin	4	np
Fat body	hemocyte	Dref	4	natalisin	4	np
Fat body	hemocyte	Dref	1	sNPF	1	np
Fat body	hemocyte	Drgx	4	natalisin	4	np
Fat body	hemocyte	E2f2	4	natalisin	4	np
Fat body	hemocyte	FoxP	4	natalisin	4	np
Fat body	hemocyte	GATAe	2	AstA	2	np
Fat body	hemocyte	Gsc	4	natalisin	4	np
Fat body	hemocyte	Hsf	4	natalisin	4	np
Fat body	hemocyte	Mef2	4	natalisin	4	np
Fat body	hemocyte	Mondo	4	natalisin	4	np
Fat body	hemocyte	Myc	8	natalisin	8	np
Fat body	hemocyte	Myc	2	sNPF	2	np
Fat body	hemocyte	Trf2	4	natalisin	4	np
Fat body	hemocyte	Vsx1	4	natalisin	4	np
Fat body	hemocyte	Xbp1	4	natalisin	4	np
Fat body	hemocyte	Zif	4	natalisin	4	np
Fat body	hemocyte	ato	2	AstA	2	np
Fat body	hemocyte	da	4	natalisin	4	np
Fat body	hemocyte	eve	1	AstA	1	np
Fat body	hemocyte	foxo	8	natalisin	8	np
Fat body	hemocyte	gcm2	2	AstA	2	np
Fat body	hemocyte	hng1	4	natalisin	4	np
Fat body	hemocyte	jim	4	natalisin	4	np
Fat body	hemocyte	kay	2	AstA	2	np
Fat body	hemocyte	pho	4	natalisin	4	np
Fat body	hemocyte	slbo	2	AstA	2	np
Fat body	hemocyte	slou	2	AstA	2	np
Fat body	hemocyte	vri	2	AstA	2	np
Fat body	male germline differentiating cell	kay	1	AstA	1	np
Fat body	male germline differentiating cell	slbo	1	AstA	1	np
Fat body	male germline differentiating cell	vri	1	AstA	1	np
Fat body	sensory neuron	CG5245	1	AstC	1	np
Fat body	sensory neuron	Dbx	1	AstA	1	np
Fat body	sensory neuron	GATAe	1	AstA	1	np
Fat body	sensory neuron	ato	1	AstA	1	np
Fat body	sensory neuron	bs	1	AstC	1	np
Fat body	sensory neuron	crc	1	AstC	1	np
Fat body	sensory neuron	dimm	1	AstA	1	np
Fat body	sensory neuron	dimm	1	AstC	1	np
Fat body	sensory neuron	eve	1	AstA	1	np
Fat body	sensory neuron	ftz-f1	1	AstC	1	np
Fat body	sensory neuron	gcm2	1	AstA	1	np
Fat body	sensory neuron	hbn	1	AstC	1	np
Fat body	sensory neuron	kay	1	AstA	1	np
Fat body	sensory neuron	kay	1	AstC	1	np
Fat body	sensory neuron	slbo	1	AstA	1	np
Fat body	sensory neuron	slbo	1	AstC	1	np
Fat body	sensory neuron	slou	1	AstA	1	np
Fat body	sensory neuron	slou	1	AstC	1	np
Fat body	sensory neuron	vnd	1	AstC	1	np
Fat body	sensory neuron	vri	1	AstA	1	np
Fat body	sensory neuron	vri	1	AstC	1	np
Fat body	testis	Antp	1	NPF	1	np
Fat body	testis	Atf3	2	natalisin	2	np
Fat body	testis	CG17802	3	FMRFa	3	np
Fat body	testis	CG4730	7	FMRFa	7	np
Fat body	testis	Cf2	2	natalisin	2	np
Fat body	testis	CrebA	2	natalisin	2	np
Fat body	testis	Dbx	1	AstA	1	np
Fat body	testis	Dp	7	FMRFa	7	np
Fat body	testis	Dref	2	natalisin	2	np
Fat body	testis	Dref	3	sNPF	3	np
Fat body	testis	Drgx	1	natalisin	1	np
Fat body	testis	E2f2	2	natalisin	2	np
Fat body	testis	GATAe	2	AstA	2	np
Fat body	testis	Gsc	7	FMRFa	7	np
Fat body	testis	Gsc	2	natalisin	2	np
Fat body	testis	Hsf	3	Crz	3	np
Fat body	testis	Hsf	7	FMRFa	7	np
Fat body	testis	Hsf	2	natalisin	2	np
Fat body	testis	Jra	7	FMRFa	7	np
Fat body	testis	Kah	7	FMRFa	7	np
Fat body	testis	Mef2	2	natalisin	2	np
Fat body	testis	Mondo	2	natalisin	2	np
Fat body	testis	Myc	2	natalisin	2	np
Fat body	testis	Myc	5	sNPF	5	np
Fat body	testis	Rfx	7	FMRFa	7	np
Fat body	testis	Trf2	7	FMRFa	7	np
Fat body	testis	Trf2	3	Pdf	3	np
Fat body	testis	Trf2	2	natalisin	2	np
Fat body	testis	Vsx1	2	natalisin	2	np
Fat body	testis	Xbp1	2	natalisin	2	np
Fat body	testis	Zif	3	Pdf	3	np
Fat body	testis	Zif	2	natalisin	2	np
Fat body	testis	bs	1	AstC	1	np
Fat body	testis	cg	7	FMRFa	7	np
Fat body	testis	crc	1	AstC	1	np
Fat body	testis	da	2	natalisin	2	np
Fat body	testis	dimm	1	AstC	1	np
Fat body	testis	eve	1	AstA	1	np
Fat body	testis	foxo	4	natalisin	4	np
Fat body	testis	ftz-f1	1	AstC	1	np
Fat body	testis	grh	3	Crz	3	np
Fat body	testis	hbn	1	AstC	1	np
Fat body	testis	hng1	2	natalisin	2	np
Fat body	testis	jim	2	natalisin	2	np
Fat body	testis	kay	2	AstA	2	np
Fat body	testis	kay	1	AstC	1	np
Fat body	testis	kay	7	FMRFa	7	np
Fat body	testis	onecut	1	NPF	1	np
Fat body	testis	pho	2	natalisin	2	np
Fat body	testis	pita	7	FMRFa	7	np
Fat body	testis	slbo	2	AstA	2	np
Fat body	testis	slbo	1	AstC	1	np
Fat body	testis	slou	2	AstA	2	np
Fat body	testis	slou	1	AstC	1	np
Fat body	testis	vnd	1	AstC	1	np
Fat body	testis	vri	2	AstA	2	np
Fat body	testis	vri	1	AstC	1	np
Fat body	unannotated	Atf3	13	natalisin	13	np
Fat body	unannotated	CG5245	4	AstC	4	np
Fat body	unannotated	Cf2	13	natalisin	13	np
Fat body	unannotated	CrebA	13	natalisin	13	np
Fat body	unannotated	Dbx	3	AstA	3	np
Fat body	unannotated	Dll	7	natalisin	7	np
Fat body	unannotated	Dp	4	FMRFa	4	np
Fat body	unannotated	Dref	13	natalisin	13	np
Fat body	unannotated	Dref	8	sNPF	8	np
Fat body	unannotated	Drgx	4	natalisin	4	np
Fat body	unannotated	E2f2	13	natalisin	13	np
Fat body	unannotated	FoxP	11	natalisin	11	np
Fat body	unannotated	GATAe	5	AstA	5	np
Fat body	unannotated	Gsc	4	FMRFa	4	np
Fat body	unannotated	Gsc	12	natalisin	12	np
Fat body	unannotated	Hsf	3	Crz	3	np
Fat body	unannotated	Hsf	4	FMRFa	4	np
Fat body	unannotated	Hsf	13	natalisin	13	np
Fat body	unannotated	Jra	4	FMRFa	4	np
Fat body	unannotated	Kah	3	FMRFa	3	np
Fat body	unannotated	Mef2	13	natalisin	13	np
Fat body	unannotated	Mondo	13	natalisin	13	np
Fat body	unannotated	Myc	22	natalisin	22	np
Fat body	unannotated	Myc	14	sNPF	14	np
Fat body	unannotated	Rfx	4	FMRFa	4	np
Fat body	unannotated	Scr	4	AstC	4	np
Fat body	unannotated	Trf2	4	FMRFa	4	np
Fat body	unannotated	Trf2	2	Pdf	2	np
Fat body	unannotated	Trf2	13	natalisin	13	np
Fat body	unannotated	Vsx1	13	natalisin	13	np
Fat body	unannotated	Xbp1	13	natalisin	13	np
Fat body	unannotated	Zif	2	Pdf	2	np
Fat body	unannotated	Zif	13	natalisin	13	np
Fat body	unannotated	ato	1	AstA	1	np
Fat body	unannotated	bs	4	AstC	4	np
Fat body	unannotated	cg	4	FMRFa	4	np
Fat body	unannotated	crc	4	AstC	4	np
Fat body	unannotated	da	13	natalisin	13	np
Fat body	unannotated	dimm	1	AstC	1	np
Fat body	unannotated	eve	2	AstA	2	np
Fat body	unannotated	foxo	23	natalisin	23	np
Fat body	unannotated	ftz-f1	4	AstC	4	np
Fat body	unannotated	gcm2	5	AstA	5	np
Fat body	unannotated	grh	3	Crz	3	np
Fat body	unannotated	hbn	2	AstC	2	np
Fat body	unannotated	hng1	13	natalisin	13	np
Fat body	unannotated	jim	13	natalisin	13	np
Fat body	unannotated	kay	5	AstA	5	np
Fat body	unannotated	kay	4	AstC	4	np
Fat body	unannotated	kay	4	FMRFa	4	np
Fat body	unannotated	pho	13	natalisin	13	np
Fat body	unannotated	pita	3	FMRFa	3	np
Fat body	unannotated	slbo	5	AstA	5	np
Fat body	unannotated	slbo	4	AstC	4	np
Fat body	unannotated	slou	5	AstA	5	np
Fat body	unannotated	slou	4	AstC	4	np
Fat body	unannotated	vnd	4	AstC	4	np
Fat body	unannotated	vri	5	AstA	5	np
Fat body	unannotated	vri	4	AstC	4	np
Gut	adult differentiating enterocyte	Atf3	7	natalisin	7	np
Gut	adult differentiating enterocyte	Cf2	7	natalisin	7	np
Gut	adult differentiating enterocyte	CrebB	13	natalisin	13	np
Gut	adult differentiating enterocyte	Dp	7	natalisin	7	np
Gut	adult differentiating enterocyte	ERR	8	natalisin	8	np
Gut	adult differentiating enterocyte	GATAe	7	natalisin	7	np
Gut	adult differentiating enterocyte	Hnf4	10	natalisin	10	np
Gut	adult differentiating enterocyte	Hsf	7	natalisin	7	np
Gut	adult differentiating enterocyte	Mef2	10	natalisin	10	np
Gut	adult differentiating enterocyte	Myc	7	natalisin	7	np
Gut	adult differentiating enterocyte	Pdp1	14	natalisin	14	np
Gut	adult differentiating enterocyte	Ptx1	7	natalisin	7	np
Gut	adult differentiating enterocyte	Pur-alpha	6	natalisin	6	np
Gut	adult differentiating enterocyte	Sox14	7	natalisin	7	np
Gut	adult differentiating enterocyte	Xbp1	7	natalisin	7	np
Gut	adult differentiating enterocyte	cnc	14	natalisin	14	np
Gut	adult differentiating enterocyte	dsx	7	natalisin	7	np
Gut	adult differentiating enterocyte	exd	5	natalisin	5	np
Gut	adult differentiating enterocyte	foxo	12	natalisin	12	np
Gut	adult differentiating enterocyte	kay	14	natalisin	14	np
Gut	adult differentiating enterocyte	luna	7	natalisin	7	np
Gut	adult differentiating enterocyte	maf-S	7	natalisin	7	np
Gut	adult Malpighian tubule	Atf3	1	natalisin	1	np
Gut	adult Malpighian tubule	Cf2	1	natalisin	1	np
Gut	adult Malpighian tubule	CrebB	2	natalisin	2	np
Gut	adult Malpighian tubule	Dp	1	natalisin	1	np
Gut	adult Malpighian tubule	ERR	2	natalisin	2	np
Gut	adult Malpighian tubule	GATAe	1	natalisin	1	np
Gut	adult Malpighian tubule	Hnf4	1	natalisin	1	np
Gut	adult Malpighian tubule	Hsf	1	natalisin	1	np
Gut	adult Malpighian tubule	Mef2	2	natalisin	2	np
Gut	adult Malpighian tubule	Myc	1	natalisin	1	np
Gut	adult Malpighian tubule	Pdp1	2	natalisin	2	np
Gut	adult Malpighian tubule	Ptx1	1	natalisin	1	np
Gut	adult Malpighian tubule	Pur-alpha	1	natalisin	1	np
Gut	adult Malpighian tubule	Sox14	1	natalisin	1	np
Gut	adult Malpighian tubule	Xbp1	1	natalisin	1	np
Gut	adult Malpighian tubule	cnc	2	natalisin	2	np
Gut	adult Malpighian tubule	dsx	1	natalisin	1	np
Gut	adult Malpighian tubule	exd	1	natalisin	1	np
Gut	adult Malpighian tubule	foxo	2	natalisin	2	np
Gut	adult Malpighian tubule	kay	2	natalisin	2	np
Gut	adult Malpighian tubule	luna	1	natalisin	1	np
Gut	adult Malpighian tubule	maf-S	1	natalisin	1	np
Gut	adult midgut enterocyte	Abd-B	1	AstC	1	np
Gut	adult midgut enterocyte	Atf3	3	natalisin	3	np
Gut	adult midgut enterocyte	Cf2	3	natalisin	3	np
Gut	adult midgut enterocyte	CrebB	3	natalisin	3	np
Gut	adult midgut enterocyte	Dp	3	natalisin	3	np
Gut	adult midgut enterocyte	ERR	3	natalisin	3	np
Gut	adult midgut enterocyte	FoxP	1	AstC	1	np
Gut	adult midgut enterocyte	GATAe	3	natalisin	3	np
Gut	adult midgut enterocyte	HLH54F	1	NPF	1	np
Gut	adult midgut enterocyte	Hnf4	4	natalisin	4	np
Gut	adult midgut enterocyte	Hsf	1	Pdf	1	np
Gut	adult midgut enterocyte	Hsf	3	natalisin	3	np
Gut	adult midgut enterocyte	Jra	1	Pdf	1	np
Gut	adult midgut enterocyte	Mef2	5	natalisin	5	np
Gut	adult midgut enterocyte	Myc	3	natalisin	3	np
Gut	adult midgut enterocyte	Pdp1	6	natalisin	6	np
Gut	adult midgut enterocyte	Ptx1	3	natalisin	3	np
Gut	adult midgut enterocyte	Pur-alpha	3	natalisin	3	np
Gut	adult midgut enterocyte	Sox14	3	natalisin	3	np
Gut	adult midgut enterocyte	Xbp1	3	natalisin	3	np
Gut	adult midgut enterocyte	cnc	6	natalisin	6	np
Gut	adult midgut enterocyte	dimm	1	AstC	1	np
Gut	adult midgut enterocyte	dsx	3	natalisin	3	np
Gut	adult midgut enterocyte	exd	2	natalisin	2	np
Gut	adult midgut enterocyte	foxo	4	natalisin	4	np
Gut	adult midgut enterocyte	kay	2	Pdf	2	np
Gut	adult midgut enterocyte	kay	6	natalisin	6	np
Gut	adult midgut enterocyte	lov	1	Crz	1	np
Gut	adult midgut enterocyte	luna	3	natalisin	3	np
Gut	adult midgut enterocyte	maf-S	3	natalisin	3	np
Gut	adult midgut enterocyte	odd	1	NPF	1	np
Gut	adult midgut enterocyte	onecut	1	AstC	1	np
Gut	adult midgut enterocyte	sim	1	AstC	1	np
Gut	adult midgut enterocyte	svp	2	Crz	2	np
Gut	adult midgut enterocyte	vvl	2	AstC	2	np
Gut	adult pylorus	Atf3	2	natalisin	2	np
Gut	adult pylorus	Cf2	2	natalisin	2	np
Gut	adult pylorus	CrebB	4	natalisin	4	np
Gut	adult pylorus	Dp	2	natalisin	2	np
Gut	adult pylorus	ERR	4	natalisin	4	np
Gut	adult pylorus	GATAe	2	natalisin	2	np
Gut	adult pylorus	Hnf4	3	natalisin	3	np
Gut	adult pylorus	Hsf	4	natalisin	4	np
Gut	adult pylorus	Mef2	4	natalisin	4	np
Gut	adult pylorus	Myc	4	natalisin	4	np
Gut	adult pylorus	Pdp1	4	natalisin	4	np
Gut	adult pylorus	Ptx1	2	natalisin	2	np
Gut	adult pylorus	Pur-alpha	2	natalisin	2	np
Gut	adult pylorus	Sox14	2	natalisin	2	np
Gut	adult pylorus	Xbp1	2	natalisin	2	np
Gut	adult pylorus	cnc	4	natalisin	4	np
Gut	adult pylorus	dsx	2	natalisin	2	np
Gut	adult pylorus	exd	2	natalisin	2	np
Gut	adult pylorus	foxo	4	natalisin	4	np
Gut	adult pylorus	kay	4	natalisin	4	np
Gut	adult pylorus	luna	2	natalisin	2	np
Gut	adult pylorus	maf-S	2	natalisin	2	np
Gut	antimicrobial peptide-producing cell	CG44247	1	AstA	1	np
Gut	antimicrobial peptide-producing cell	bi	1	AstA	1	np
Gut	antimicrobial peptide-producing cell	dimm	1	AstA	1	np
Gut	antimicrobial peptide-producing cell	ey	1	AstA	1	np
Gut	antimicrobial peptide-producing cell	onecut	1	AstA	1	np
Gut	antimicrobial peptide-producing cell	run	1	AstA	1	np
Gut	cardia (1)	Atf3	1	natalisin	1	np
Gut	cardia (1)	CG44247	1	AstA	1	np
Gut	cardia (1)	Cf2	1	natalisin	1	np
Gut	cardia (1)	CrebB	2	natalisin	2	np
Gut	cardia (1)	Dp	1	natalisin	1	np
Gut	cardia (1)	ERR	2	natalisin	2	np
Gut	cardia (1)	GATAe	1	natalisin	1	np
Gut	cardia (1)	HLH54F	1	NPF	1	np
Gut	cardia (1)	Hnf4	2	natalisin	2	np
Gut	cardia (1)	Hsf	2	natalisin	2	np
Gut	cardia (1)	Mef2	2	natalisin	2	np
Gut	cardia (1)	Myc	2	natalisin	2	np
Gut	cardia (1)	Pdp1	2	natalisin	2	np
Gut	cardia (1)	Ptx1	1	natalisin	1	np
Gut	cardia (1)	Pur-alpha	1	natalisin	1	np
Gut	cardia (1)	Sox14	1	natalisin	1	np
Gut	cardia (1)	Xbp1	1	natalisin	1	np
Gut	cardia (1)	bi	2	AstA	2	np
Gut	cardia (1)	cnc	2	natalisin	2	np
Gut	cardia (1)	dimm	1	AstA	1	np
Gut	cardia (1)	dsx	1	natalisin	1	np
Gut	cardia (1)	ey	1	AstA	1	np
Gut	cardia (1)	foxo	2	natalisin	2	np
Gut	cardia (1)	ind	1	AstA	1	np
Gut	cardia (1)	kay	2	natalisin	2	np
Gut	cardia (1)	luna	1	natalisin	1	np
Gut	cardia (1)	maf-S	1	natalisin	1	np
Gut	cardia (1)	odd	1	NPF	1	np
Gut	cardia (1)	onecut	1	AstA	1	np
Gut	cardia (1)	run	1	AstA	1	np
Gut	copper cell	Abd-B	1	AstC	1	np
Gut	copper cell	Atf3	1	natalisin	1	np
Gut	copper cell	CHES-1-like	1	sNPF	1	np
Gut	copper cell	Cf2	1	natalisin	1	np
Gut	copper cell	Cf2	1	sNPF	1	np
Gut	copper cell	CrebA	1	sNPF	1	np
Gut	copper cell	CrebB	2	natalisin	2	np
Gut	copper cell	Dp	1	natalisin	1	np
Gut	copper cell	E2f1	2	sNPF	2	np
